arm,tick,phase,err_ema,C,energy,approach,syncopes
full,4220,2,0.04231,-0.04416,0.75261,0.03448,1.80000
full,4230,2,0.04232,-0.04416,0.75171,0.03464,1.80000
full,4240,2,0.04211,-0.04407,0.75171,0.03483,1.80000
full,4250,2,0.04187,-0.04407,0.75082,0.03504,1.80000
full,4260,2,0.04171,-0.04407,0.75082,0.03526,1.80000
full,4270,2,0.04169,-0.04407,0.75082,0.03550,1.80000
full,4280,2,0.04197,-0.04428,0.75082,0.03554,1.80000
full,4290,2,0.04207,-0.04428,0.75082,0.03561,1.80000
full,4300,2,0.04201,-0.04428,0.75082,0.03574,1.80000
full,4310,2,0.04247,-0.04428,0.75082,0.03592,1.80000
full,4320,2,0.04300,-0.04441,0.75082,0.03614,1.80000
full,4330,2,0.04310,-0.04441,0.75082,0.03640,1.80000
full,4340,2,0.04294,-0.04441,0.75082,0.03670,1.80000
full,4350,2,0.04313,-0.04441,0.75082,0.03696,1.80000
full,4360,2,0.04346,-0.04406,0.75082,0.03710,1.80000
full,4370,2,0.04409,-0.04406,0.75082,0.03725,1.80000
full,4380,2,0.04402,-0.04406,0.75082,0.03740,1.80000
full,4390,2,0.04394,-0.04406,0.75082,0.03757,1.80000
full,4400,2,0.04402,-0.04366,0.75082,0.03772,1.80000
full,4410,2,0.04360,-0.04366,0.75082,0.03783,1.80000
full,4420,2,0.04404,-0.04366,0.75082,0.03797,1.80000
full,4430,2,0.04396,-0.04366,0.74992,0.03813,1.80000
full,4440,2,0.04435,-0.04413,0.74992,0.03832,1.80000
full,4450,2,0.04407,-0.04413,0.74902,0.03852,1.80000
full,4460,2,0.04413,-0.04413,0.74902,0.03875,1.80000
full,4470,2,0.04397,-0.04413,0.74902,0.03899,1.80000
full,4480,2,0.04374,-0.04410,0.74902,0.03902,1.80000
full,4490,2,0.04353,-0.04410,0.74902,0.03910,1.80000
full,4500,2,0.04395,-0.04410,0.74902,0.03923,1.80000
full,4510,2,0.04392,-0.04410,0.74902,0.03940,1.80000
full,4520,2,0.04382,-0.04458,0.74902,0.03962,1.80000
full,4530,2,0.04400,-0.04458,0.74902,0.03989,1.80000
full,4540,2,0.04391,-0.04458,0.74902,0.04018,1.80000
full,4550,2,0.04435,-0.04458,0.74902,0.04045,1.80000
full,4560,2,0.04426,-0.04480,0.74902,0.04058,1.80000
full,4570,2,0.04416,-0.04480,0.74902,0.04073,1.80000
full,4580,2,0.04414,-0.04480,0.74902,0.04089,1.80000
full,4590,2,0.04433,-0.04480,0.74902,0.04106,1.80000
full,4600,2,0.04455,-0.04529,0.74902,0.04121,1.80000
full,4610,2,0.04475,-0.04529,0.74902,0.04132,1.80000
full,4620,2,0.04495,-0.04529,0.74902,0.04145,1.80000
full,4630,2,0.04596,-0.04529,0.74812,0.04162,1.80000
full,4640,2,0.04593,-0.04502,0.74812,0.04180,1.80000
full,4650,2,0.04564,-0.04502,0.74723,0.04201,1.80000
full,4660,2,0.04610,-0.04502,0.74723,0.04223,1.80000
full,4670,2,0.04649,-0.04502,0.74723,0.04247,1.80000
full,4680,2,0.04639,-0.04406,0.74723,0.04251,1.80000
full,4690,2,0.04705,-0.04406,0.74723,0.04258,1.80000
full,4700,2,0.04668,-0.04406,0.74723,0.04271,1.80000
full,4710,2,0.04662,-0.04406,0.74723,0.04289,1.80000
full,4720,2,0.04691,-0.04413,0.74723,0.04311,1.80000
full,4730,2,0.04690,-0.04413,0.74723,0.04337,1.80000
full,4740,2,0.04677,-0.04413,0.74723,0.04367,1.80000
full,4750,2,0.04700,-0.04413,0.74723,0.04393,1.80000
full,4760,2,0.04690,-0.04464,0.74723,0.04407,1.80000
full,4770,2,0.04742,-0.04464,0.74723,0.04422,1.80000
full,4780,2,0.04720,-0.04464,0.74723,0.04437,1.80000
full,4790,2,0.04671,-0.04464,0.74723,0.04454,1.80000
full,4800,2,0.04644,-0.04559,0.74723,0.04469,1.80000
full,4810,2,0.04609,-0.04559,0.74723,0.04480,1.80000
full,4820,2,0.04617,-0.04559,0.74723,0.04494,1.80000
full,4830,2,0.04641,-0.04559,0.74633,0.04510,1.80000
full,4840,2,0.04641,-0.04499,0.74633,0.04529,1.80000
full,4850,2,0.04625,-0.04499,0.74543,0.04549,1.80000
full,4860,2,0.04644,-0.04499,0.74543,0.04572,1.80000
full,4870,2,0.04656,-0.04499,0.74543,0.04596,1.80000
full,4880,2,0.04691,-0.04507,0.74543,0.04600,1.80000
full,4890,2,0.04720,-0.04507,0.74543,0.04607,1.80000
full,4900,2,0.04725,-0.04507,0.74543,0.04620,1.80000
full,4910,2,0.04737,-0.04507,0.74543,0.04637,1.80000
full,4920,2,0.04706,-0.04498,0.74543,0.04659,1.80000
full,4930,2,0.04686,-0.04498,0.74543,0.04686,1.80000
full,4940,2,0.04707,-0.04498,0.74543,0.04715,1.80000
full,4950,2,0.04706,-0.04498,0.74543,0.04742,1.80000
full,4960,2,0.04679,-0.04512,0.74543,0.04756,1.80000
full,4970,2,0.04673,-0.04512,0.74543,0.04770,1.80000
full,4980,2,0.04709,-0.04512,0.74543,0.04786,1.80000
full,4990,2,0.04764,-0.04512,0.74543,0.04803,1.80000
full,5000,2,0.04847,-0.04612,0.74543,0.04818,1.80000
full,5010,2,0.04832,-0.04612,0.74543,0.04829,1.80000
full,5020,2,0.04846,-0.04612,0.74543,0.04842,1.80000
full,5030,2,0.04882,-0.04612,0.74453,0.04859,1.80000
full,5040,2,0.04889,-0.04652,0.74453,0.04877,1.80000
full,5050,2,0.04827,-0.04652,0.74364,0.04898,1.80000
full,5060,2,0.04822,-0.04652,0.74364,0.04920,1.80000
full,5070,2,0.04844,-0.04652,0.74364,0.04944,1.80000
full,5080,2,0.04856,-0.04688,0.74364,0.04948,1.80000
full,5090,2,0.04877,-0.04688,0.74364,0.04955,1.80000
full,5100,2,0.04867,-0.04688,0.74364,0.04968,1.80000
full,5110,2,0.04905,-0.04688,0.74364,0.04986,1.80000
full,5120,2,0.04894,-0.04676,0.74364,0.05008,1.80000
full,5130,2,0.04877,-0.04676,0.74364,0.05034,1.80000
full,5140,2,0.04850,-0.04676,0.74364,0.05064,1.80000
full,5150,2,0.04892,-0.04676,0.74364,0.05091,1.80000
full,5160,2,0.04878,-0.04694,0.74364,0.05104,1.80000
full,5170,2,0.04910,-0.04694,0.74364,0.05119,1.80000
full,5180,2,0.04900,-0.04694,0.74364,0.05135,1.80000
full,5190,2,0.04903,-0.04694,0.74364,0.05151,1.80000
full,5200,2,0.04849,-0.04663,0.74364,0.05166,1.80000
full,5210,2,0.04870,-0.04663,0.74364,0.05177,1.80000
full,5220,2,0.04935,-0.04663,0.74364,0.05191,1.80000
full,5230,2,0.04958,-0.04663,0.74274,0.05207,1.80000
full,5240,2,0.04954,-0.04621,0.74274,0.05226,1.80000
full,5250,2,0.04934,-0.04621,0.74184,0.05246,1.80000
full,5260,2,0.04923,-0.04621,0.74184,0.05269,1.80000
full,5270,2,0.04857,-0.04621,0.74184,0.05293,1.80000
full,5280,2,0.04849,-0.04584,0.74184,0.05297,1.80000
full,5290,2,0.04865,-0.04584,0.74184,0.05304,1.80000
full,5300,2,0.04920,-0.04584,0.74184,0.05317,1.80000
full,5310,2,0.04919,-0.04584,0.74184,0.05334,1.80000
full,5320,2,0.04972,-0.04698,0.74184,0.05357,1.80000
full,5330,2,0.04951,-0.04698,0.74184,0.05383,1.80000
full,5340,2,0.04961,-0.04698,0.74184,0.05412,1.80000
full,5350,2,0.04953,-0.04698,0.74184,0.05439,1.80000
full,5360,2,0.04990,-0.04638,0.74184,0.05453,1.80000
full,5370,2,0.05011,-0.04638,0.74184,0.05467,1.80000
full,5380,2,0.05027,-0.04638,0.74184,0.05483,1.80000
full,5390,2,0.04998,-0.04638,0.74184,0.05500,1.80000
full,5400,2,0.05026,-0.04765,0.74184,0.05515,1.80000
full,5410,2,0.05040,-0.04765,0.74184,0.05526,1.80000
full,5420,2,0.05017,-0.04765,0.74184,0.05540,1.80000
full,5430,2,0.05039,-0.04765,0.74094,0.05556,1.80000
full,5440,2,0.05037,-0.04813,0.74094,0.05574,1.80000
full,5450,2,0.05091,-0.04813,0.74005,0.05595,1.80000
full,5460,2,0.05082,-0.04813,0.74005,0.05618,1.80000
full,5470,2,0.05072,-0.04813,0.74005,0.05641,1.80000
full,5480,2,0.05073,-0.04756,0.74005,0.05645,1.80000
full,5490,2,0.05019,-0.04756,0.74005,0.05653,1.80000
full,5500,2,0.05023,-0.04756,0.74005,0.05665,1.80000
full,5510,2,0.05066,-0.04756,0.74005,0.05683,1.80000
full,5520,2,0.05017,-0.04791,0.74005,0.05705,1.80000
full,5530,2,0.05060,-0.04791,0.74005,0.05731,1.80000
full,5540,2,0.05016,-0.04791,0.74005,0.05761,1.80000
full,5550,2,0.05076,-0.04791,0.74005,0.05788,1.80000
full,5560,2,0.05133,-0.04860,0.74005,0.05801,1.80000
full,5570,2,0.05105,-0.04860,0.74005,0.05816,1.80000
full,5580,2,0.05124,-0.04860,0.74005,0.05832,1.80000
full,5590,2,0.05116,-0.04860,0.74005,0.05848,1.80000
full,5600,3,0.05143,-0.04878,0.74005,0.06020,1.80000
full,5610,3,0.05295,-0.04878,0.74005,0.07516,1.80000
full,5620,3,0.05470,-0.04878,0.74005,0.08872,1.80000
full,5630,3,0.05614,-0.04878,0.74815,0.10098,1.80000
full,5640,3,0.05756,-0.04825,0.74815,0.11210,1.80000
full,5650,3,0.05842,-0.04825,0.76541,0.12210,1.80000
full,5660,3,0.05878,-0.04825,0.76541,0.13118,1.80000
full,5670,3,0.05891,-0.04825,0.76541,0.13946,1.80000
full,5680,3,0.05962,-0.04921,0.76460,0.14702,1.80000
full,5690,3,0.05944,-0.04921,0.76460,0.15392,1.80000
full,5700,3,0.05874,-0.04921,0.76460,0.16023,1.80000
full,5710,3,0.05838,-0.04921,0.76460,0.16599,1.80000
full,5720,3,0.05827,-0.05660,0.76460,0.17125,1.80000
full,5730,3,0.05708,-0.05660,0.76460,0.17604,1.80000
full,5740,3,0.05624,-0.05660,0.76460,0.18042,1.80000
full,5750,3,0.05576,-0.05660,0.76460,0.18436,1.80000
full,5760,3,0.05541,-0.06339,0.76460,0.18776,1.80000
full,5770,3,0.05524,-0.06339,0.76460,0.19087,1.80000
full,5780,3,0.05425,-0.06339,0.76460,0.19373,1.80000
full,5790,3,0.05360,-0.06339,0.76460,0.19635,1.80000
full,5800,3,0.05256,-0.06973,0.76370,0.19875,1.80000
full,5810,3,0.05223,-0.06973,0.76370,0.20097,1.80000
full,5820,3,0.05187,-0.06973,0.76370,0.20301,1.80000
full,5830,3,0.05108,-0.06973,0.77180,0.20485,1.80000
full,5840,3,0.05083,-0.07099,0.77180,0.20654,1.80000
full,5850,3,0.05029,-0.07099,0.78907,0.20803,1.80000
full,5860,3,0.05086,-0.07099,0.78907,0.20940,1.80000
full,5870,3,0.05052,-0.07099,0.78907,0.21070,1.80000
full,5880,3,0.04979,-0.07455,0.78825,0.21196,1.80000
full,5890,3,0.04973,-0.07455,0.78825,0.21316,1.80000
full,5900,3,0.04957,-0.07455,0.78825,0.21431,1.80000
full,5910,3,0.04948,-0.07455,0.78825,0.21541,1.80000
full,5920,3,0.04919,-0.07469,0.78825,0.21645,1.80000
full,5930,3,0.04848,-0.07469,0.78825,0.21743,1.80000
full,5940,3,0.04887,-0.07469,0.78825,0.21836,1.80000
full,5950,3,0.04856,-0.07469,0.78825,0.21918,1.80000
full,5960,3,0.04844,-0.07634,0.78825,0.21976,1.80000
full,5970,3,0.04821,-0.07634,0.78825,0.22032,1.80000
full,5980,3,0.04848,-0.07634,0.78825,0.22087,1.80000
full,5990,3,0.04815,-0.07634,0.78825,0.22140,1.80000
full,6000,3,0.04824,-0.07805,0.78735,0.22192,1.80000
full,6010,3,0.04828,-0.07805,0.78735,0.22243,1.80000
full,6020,3,0.04828,-0.07805,0.78735,0.22292,1.80000
full,6030,3,0.04814,-0.07805,0.79546,0.22337,1.80000
full,6040,3,0.04804,-0.07715,0.79546,0.22380,1.80000
full,6050,3,0.04764,-0.07715,0.81272,0.22414,1.80000
full,6060,3,0.04743,-0.07715,0.81272,0.22448,1.80000
full,6070,3,0.04720,-0.07715,0.81272,0.22485,1.80000
full,6080,3,0.04719,-0.07797,0.81191,0.22526,1.80000
full,6090,3,0.04706,-0.07797,0.81191,0.22570,1.80000
full,6100,3,0.04712,-0.07797,0.81191,0.22616,1.80000
full,6110,3,0.04709,-0.07797,0.81191,0.22663,1.80000
full,6120,3,0.04685,-0.07857,0.81191,0.22711,1.80000
full,6130,3,0.04697,-0.07857,0.81191,0.22758,1.80000
full,6140,3,0.04730,-0.07857,0.81191,0.22804,1.80000
full,6150,3,0.04745,-0.07857,0.81191,0.22845,1.80000
full,6160,3,0.04716,-0.07982,0.81191,0.22865,1.80000
full,6170,3,0.04688,-0.07982,0.81191,0.22887,1.80000
full,6180,3,0.04705,-0.07982,0.81191,0.22911,1.80000
full,6190,3,0.04657,-0.07982,0.81191,0.22936,1.80000
full,6200,3,0.04658,-0.08199,0.81101,0.22963,1.80000
full,6210,3,0.04709,-0.08199,0.81101,0.22991,1.80000
full,6220,3,0.04672,-0.08199,0.81101,0.23020,1.80000
full,6230,3,0.04655,-0.08199,0.81911,0.23045,1.80000
full,6240,3,0.04657,-0.08177,0.81911,0.23068,1.80000
full,6250,3,0.04659,-0.08177,0.83638,0.23080,1.80000
full,6260,3,0.04651,-0.08177,0.83638,0.23089,1.80000
full,6270,3,0.04648,-0.08177,0.83638,0.23101,1.80000
full,6280,3,0.04593,-0.08165,0.83556,0.23115,1.80000
full,6290,3,0.04601,-0.08165,0.83556,0.23131,1.80000
full,6300,3,0.04591,-0.08165,0.83556,0.23148,1.80000
full,6310,3,0.04556,-0.08165,0.83556,0.23165,1.80000
full,6320,3,0.04563,-0.08117,0.83556,0.23182,1.80000
full,6330,3,0.04546,-0.08117,0.83556,0.23196,1.80000
full,6340,3,0.04556,-0.08117,0.83556,0.23210,1.80000
full,6350,3,0.04564,-0.08117,0.83556,0.23217,1.80000
full,6360,3,0.04558,-0.08110,0.83556,0.23206,1.80000
full,6370,3,0.04602,-0.08110,0.83556,0.23200,1.80000
full,6380,3,0.04614,-0.08110,0.83556,0.23198,1.80000
full,6390,3,0.04572,-0.08110,0.83556,0.23200,1.80000
full,6400,3,0.04544,-0.08231,0.83466,0.23206,1.80000
full,6410,3,0.04526,-0.08231,0.83466,0.23215,1.80000
full,6420,3,0.04508,-0.08231,0.83466,0.23227,1.80000
full,6430,3,0.04464,-0.08231,0.84277,0.23233,1.80000
full,6440,3,0.04461,-0.08069,0.84277,0.23238,1.80000
full,6450,3,0.04459,-0.08069,0.86003,0.23233,1.80000
full,6460,3,0.04477,-0.08069,0.86003,0.23228,1.80000
full,6470,3,0.04446,-0.08069,0.86003,0.23227,1.80000
full,6480,3,0.04442,-0.07970,0.85921,0.23229,1.80000
full,6490,3,0.04417,-0.07970,0.85921,0.23234,1.80000
full,6500,3,0.04419,-0.07970,0.85921,0.23241,1.80000
full,6510,3,0.04410,-0.07970,0.85921,0.23249,1.80000
full,6520,3,0.04385,-0.08082,0.85921,0.23258,1.80000
full,6530,3,0.04375,-0.08082,0.85921,0.23265,1.80000
full,6540,3,0.04393,-0.08082,0.85921,0.23272,1.80000
full,6550,3,0.04365,-0.08082,0.85921,0.23273,1.80000
full,6560,3,0.04299,-0.08346,0.85921,0.23257,1.80000
full,6570,3,0.04295,-0.08346,0.85921,0.23246,1.80000
full,6580,3,0.04322,-0.08346,0.85921,0.23240,1.80000
full,6590,3,0.04358,-0.08346,0.85921,0.23238,1.80000
full,6600,3,0.04388,-0.08253,0.85832,0.23240,1.80000
full,6610,3,0.04411,-0.08253,0.85832,0.23246,1.80000
full,6620,3,0.04390,-0.08253,0.85832,0.23255,1.80000
full,6630,3,0.04418,-0.08253,0.86642,0.23259,1.80000
full,6640,3,0.04502,-0.08330,0.86642,0.23260,1.80000
full,6650,3,0.04512,-0.08330,0.88368,0.23254,1.80000
full,6660,3,0.04536,-0.08330,0.88368,0.23247,1.80000
full,6670,3,0.04478,-0.08330,0.88368,0.23244,1.80000
full,6680,3,0.04439,-0.08136,0.88287,0.23244,1.80000
full,6690,3,0.04458,-0.08136,0.88287,0.23248,1.80000
full,6700,3,0.04534,-0.08136,0.88287,0.23253,1.80000
full,6710,3,0.04526,-0.08136,0.88287,0.23260,1.80000
full,6720,3,0.04542,-0.07874,0.88287,0.23268,1.80000
full,6730,3,0.04567,-0.07874,0.88287,0.23274,1.80000
full,6740,3,0.04578,-0.07874,0.88287,0.23281,1.80000
full,6750,3,0.04607,-0.07874,0.88287,0.23281,1.80000
full,6760,3,0.04574,-0.08032,0.88287,0.23264,1.80000
full,6770,3,0.04548,-0.08032,0.88287,0.23252,1.80000
full,6780,3,0.04537,-0.08032,0.88287,0.23245,1.80000
full,6790,3,0.04511,-0.08032,0.88287,0.23243,1.80000
full,6800,3,0.04542,-0.08152,0.88197,0.23245,1.80000
full,6810,3,0.04523,-0.08152,0.88197,0.23250,1.80000
full,6820,3,0.04465,-0.08152,0.88197,0.23258,1.80000
full,6830,3,0.04404,-0.08152,0.89008,0.23262,1.80000
full,6840,3,0.04414,-0.08036,0.89008,0.23263,1.80000
full,6850,3,0.04478,-0.08036,0.90734,0.23257,1.80000
full,6860,3,0.04465,-0.08036,0.90734,0.23249,1.80000
full,6870,3,0.04458,-0.08036,0.90734,0.23246,1.80000
full,6880,3,0.04476,-0.07929,0.90652,0.23246,1.80000
full,6890,3,0.04497,-0.07929,0.90652,0.23249,1.80000
full,6900,3,0.04489,-0.07929,0.90652,0.23255,1.80000
full,6910,3,0.04456,-0.07929,0.90652,0.23262,1.80000
full,6920,3,0.04402,-0.08494,0.90652,0.23269,1.80000
full,6930,3,0.04360,-0.08494,0.90652,0.23276,1.80000
full,6940,3,0.04327,-0.08494,0.90652,0.23282,1.80000
full,6950,3,0.04308,-0.08494,0.90652,0.23282,1.80000
full,6960,3,0.04347,-0.08435,0.90652,0.23265,1.80000
full,6970,3,0.04342,-0.08435,0.90652,0.23253,1.80000
full,6980,3,0.04341,-0.08435,0.90652,0.23246,1.80000
full,6990,3,0.04335,-0.08435,0.90652,0.23244,1.80000
full,7000,3,0.04341,-0.08509,0.90563,0.23245,1.80000
full,7010,3,0.04327,-0.08509,0.90563,0.23251,1.80000
full,7020,3,0.04316,-0.08509,0.90563,0.23259,1.80000
full,7030,3,0.04310,-0.08509,0.91373,0.23262,1.80000
full,7040,3,0.04256,-0.08440,0.91373,0.23264,1.80000
full,7050,3,0.04201,-0.08440,0.92939,0.23257,1.80000
full,7060,3,0.04186,-0.08440,0.92939,0.23250,1.80000
full,7070,3,0.04189,-0.08440,0.92939,0.23246,1.80000
full,7080,3,0.04173,-0.08473,0.92857,0.23246,1.80000
full,7090,3,0.04161,-0.08473,0.92857,0.23250,1.80000
full,7100,3,0.04135,-0.08473,0.92857,0.23255,1.80000
full,7110,3,0.04111,-0.08473,0.92857,0.23262,1.80000
full,7120,3,0.04123,-0.08543,0.92857,0.23269,1.80000
full,7130,3,0.04088,-0.08543,0.92857,0.23276,1.80000
full,7140,3,0.04058,-0.08543,0.92857,0.23282,1.80000
full,7150,3,0.04029,-0.08543,0.92857,0.23282,1.80000
full,7160,3,0.04046,-0.08380,0.92857,0.23265,1.80000
full,7170,3,0.04007,-0.08380,0.92857,0.23253,1.80000
full,7180,3,0.03982,-0.08380,0.92857,0.23246,1.80000
full,7190,3,0.03970,-0.08380,0.92857,0.23244,1.80000
full,7200,3,0.03987,-0.08382,0.92768,0.23246,1.80000
full,7210,3,0.03965,-0.08382,0.92768,0.23251,1.80000
full,7220,3,0.03973,-0.08382,0.92768,0.23259,1.80000
full,7230,3,0.04014,-0.08382,0.93578,0.23262,1.80000
full,7240,3,0.04063,-0.08374,0.93578,0.23264,1.80000
full,7250,3,0.04065,-0.08374,0.93578,0.23257,1.80000
full,7260,3,0.04059,-0.08374,0.93578,0.23250,1.80000
full,7270,3,0.04050,-0.08374,0.93578,0.23246,1.80000
full,7280,3,0.04060,-0.08448,0.93496,0.23247,1.80000
full,7290,3,0.04049,-0.08448,0.93496,0.23250,1.80000
full,7300,3,0.04033,-0.08448,0.93496,0.23255,1.80000
full,7310,3,0.04030,-0.08448,0.93496,0.23262,1.80000
full,7320,3,0.04018,-0.08381,0.93496,0.23269,1.80000
full,7330,3,0.04024,-0.08381,0.93496,0.23276,1.80000
full,7340,3,0.04062,-0.08381,0.93496,0.23282,1.80000
full,7350,3,0.04037,-0.08381,0.93496,0.23282,1.80000
full,7360,3,0.04016,-0.08344,0.93496,0.23265,1.80000
full,7370,3,0.03989,-0.08344,0.93496,0.23253,1.80000
full,7380,3,0.04035,-0.08344,0.93496,0.23246,1.80000
full,7390,3,0.04047,-0.08344,0.93496,0.23244,1.80000
full,7400,3,0.04055,-0.08154,0.93407,0.23246,1.80000
full,7410,3,0.04172,-0.08154,0.93407,0.23251,1.80000
full,7420,3,0.04176,-0.08154,0.93407,0.23259,1.80000
full,7430,3,0.04198,-0.08154,0.94217,0.23262,1.80000
full,7440,3,0.04160,-0.08205,0.94217,0.23264,1.80000
full,7450,3,0.04140,-0.08205,0.94217,0.23257,1.80000
full,7460,3,0.04182,-0.08205,0.94217,0.23250,1.80000
full,7470,3,0.04149,-0.08205,0.94217,0.23246,1.80000
full,7480,3,0.04109,-0.08254,0.94135,0.23247,1.80000
full,7490,3,0.04072,-0.08254,0.94135,0.23250,1.80000
full,7500,3,0.04042,-0.08254,0.94135,0.23255,1.80000
full,7510,3,0.04052,-0.08254,0.94135,0.23262,1.80000
full,7520,3,0.04088,-0.08096,0.94135,0.23269,1.80000
full,7530,3,0.04063,-0.08096,0.94135,0.23276,1.80000
full,7540,3,0.04076,-0.08096,0.94135,0.23282,1.80000
full,7550,3,0.04026,-0.08096,0.94135,0.23282,1.80000
full,7560,3,0.04043,-0.08376,0.94135,0.23265,1.80000
full,7570,3,0.04021,-0.08376,0.94135,0.23253,1.80000
full,7580,3,0.04027,-0.08376,0.94135,0.23246,1.80000
full,7590,3,0.03965,-0.08376,0.94135,0.23244,1.80000
full,7600,3,0.03955,-0.08341,0.94046,0.23246,1.80000
full,7610,3,0.03959,-0.08341,0.94046,0.23251,1.80000
full,7620,3,0.03944,-0.08341,0.94046,0.23259,1.80000
full,7630,3,0.03939,-0.08341,0.94856,0.23262,1.80000
full,7640,3,0.03933,-0.08377,0.94856,0.23264,1.80000
full,7650,3,0.03952,-0.08377,0.94856,0.23257,1.80000
full,7660,3,0.03993,-0.08377,0.94856,0.23250,1.80000
full,7670,3,0.03976,-0.08377,0.94856,0.23246,1.80000
full,7680,3,0.04031,-0.08407,0.94775,0.23247,1.80000
full,7690,3,0.04032,-0.08407,0.94775,0.23250,1.80000
full,7700,3,0.04032,-0.08407,0.94775,0.23255,1.80000
full,7710,3,0.04059,-0.08407,0.94775,0.23262,1.80000
full,7720,3,0.04072,-0.08500,0.94775,0.23269,1.80000
full,7730,3,0.04072,-0.08500,0.94775,0.23276,1.80000
full,7740,3,0.04044,-0.08500,0.94775,0.23282,1.80000
full,7750,3,0.04032,-0.08500,0.94775,0.23282,1.80000
full,7760,3,0.04038,-0.08219,0.94775,0.23265,1.80000
full,7770,3,0.04002,-0.08219,0.94775,0.23253,1.80000
full,7780,3,0.03987,-0.08219,0.94775,0.23246,1.80000
full,7790,3,0.04011,-0.08219,0.94775,0.23244,1.80000
full,7800,4,0.04001,-0.08067,0.94685,0.23245,1.80000
full,7810,4,0.04001,-0.08067,0.94685,0.23245,1.80000
full,7820,4,0.04001,-0.08184,0.94685,0.23245,1.80000
full,7830,4,0.04001,-0.08184,0.94685,0.23245,1.80000
full,7840,4,0.04001,-0.08177,0.94685,0.23245,1.80000
full,7850,4,0.04001,-0.08083,0.94685,0.23245,1.80000
full,7860,4,0.04001,-0.08083,0.94685,0.23245,1.80000
full,7870,4,0.04001,-0.07788,0.94685,0.23245,1.80000
full,7880,4,0.04001,-0.07788,0.94685,0.23245,1.80000
full,7890,4,0.04001,-0.07680,0.94685,0.23245,1.80000
full,7900,4,0.04001,-0.07688,0.94685,0.23245,1.80000
full,7910,4,0.04001,-0.07688,0.94685,0.23245,1.80000
full,7920,4,0.04001,-0.07729,0.94685,0.23245,1.80000
full,7930,4,0.04001,-0.07729,0.94685,0.23245,1.80000
full,7940,4,0.04001,-0.07752,0.94685,0.23245,1.80000
full,7950,4,0.04001,-0.07541,0.94685,0.23245,1.80000
full,7960,4,0.04001,-0.07541,0.94685,0.23245,1.80000
full,7970,4,0.04001,-0.07466,0.94685,0.23245,1.80000
full,7980,4,0.04001,-0.07466,0.94685,0.23245,1.80000
full,7990,4,0.04001,-0.07537,0.94685,0.23245,1.80000
full,8000,4,0.04001,-0.07437,0.94685,0.23245,1.80000
full,8010,4,0.04001,-0.07437,0.94685,0.23245,1.80000
full,8020,4,0.04001,-0.07458,0.94685,0.23245,1.80000
full,8030,4,0.04001,-0.07458,0.94685,0.23245,1.80000
full,8040,4,0.04001,-0.07590,0.94685,0.23245,1.80000
full,8050,4,0.04001,-0.07584,0.94685,0.23245,1.80000
full,8060,4,0.04001,-0.07584,0.94685,0.23245,1.80000
full,8070,4,0.04001,-0.07267,0.94685,0.23245,1.80000
full,8080,4,0.04001,-0.07267,0.94685,0.23245,1.80000
full,8090,4,0.04001,-0.06995,0.94685,0.23245,1.80000
full,8100,4,0.04001,-0.06715,0.94685,0.23245,1.80000
full,8110,4,0.04001,-0.06715,0.94685,0.23245,1.80000
full,8120,4,0.04001,-0.06609,0.94685,0.23245,1.80000
full,8130,4,0.04001,-0.06609,0.94685,0.23245,1.80000
full,8140,4,0.04001,-0.06575,0.94685,0.23245,1.80000
full,8150,4,0.04001,-0.06523,0.94685,0.23245,1.80000
full,8160,4,0.04001,-0.06523,0.94685,0.23245,1.80000
full,8170,4,0.04001,-0.06407,0.94685,0.23245,1.80000
full,8180,4,0.04001,-0.06407,0.94685,0.23245,1.80000
full,8190,4,0.04001,-0.06234,0.94685,0.23245,1.80000
full,8200,4,0.04001,-0.06238,0.94685,0.23245,1.80000
full,8210,4,0.04001,-0.06238,0.94685,0.23245,1.80000
full,8220,4,0.04001,-0.06379,0.94685,0.23245,1.80000
full,8230,4,0.04001,-0.06379,0.94685,0.23245,1.80000
full,8240,4,0.04001,-0.06332,0.94685,0.23245,1.80000
full,8250,4,0.04001,-0.06296,0.94685,0.23245,1.80000
full,8260,4,0.04001,-0.06296,0.94685,0.23245,1.80000
full,8270,4,0.04001,-0.06275,0.94685,0.23245,1.80000
full,8280,4,0.04001,-0.06275,0.94685,0.23245,1.80000
full,8290,4,0.04001,-0.06224,0.94685,0.23245,1.80000
full,8300,4,0.04001,-0.06209,0.94685,0.23245,1.80000
full,8310,4,0.04001,-0.06209,0.94685,0.23245,1.80000
full,8320,4,0.04001,-0.06314,0.94685,0.23245,1.80000
full,8330,4,0.04001,-0.06314,0.94685,0.23245,1.80000
full,8340,4,0.04001,-0.06357,0.94685,0.23245,1.80000
full,8350,4,0.04001,-0.06168,0.94685,0.23245,1.80000
full,8360,4,0.04001,-0.06168,0.94685,0.23245,1.80000
full,8370,4,0.04001,-0.06279,0.94685,0.23245,1.80000
full,8380,4,0.04001,-0.06279,0.94685,0.23245,1.80000
full,8390,4,0.04001,-0.06633,0.94685,0.23245,1.80000
full,8400,4,0.04001,-0.06746,0.94685,0.23245,1.80000
full,8410,4,0.04001,-0.06746,0.94685,0.23245,1.80000
full,8420,4,0.04001,-0.06619,0.94685,0.23245,1.80000
full,8430,4,0.04001,-0.06619,0.94685,0.23245,1.80000
full,8440,4,0.04001,-0.06424,0.94685,0.23245,1.80000
