t,a_sym,b_sym,a_asym,b_asym,p_sym,p_asym
29.200,0.420783,0.420783,0.001224,0.000000,0.084157,0.000000
29.250,0.420783,0.420783,0.001212,0.000000,0.084157,0.000000
29.300,0.420783,0.420783,0.001200,0.000000,0.084157,0.000000
29.350,0.420783,0.420783,0.001188,0.000000,0.084157,0.000000
29.400,0.420783,0.420783,0.001176,0.000000,0.084157,0.000000
29.450,0.420783,0.420783,0.001164,0.000000,0.084157,0.000000
29.500,0.420783,0.420783,0.001153,0.000000,0.084157,0.000000
29.550,0.420783,0.420783,0.001141,0.000000,0.084157,0.000000
29.600,0.420783,0.420783,0.001130,0.000000,0.084157,0.000000
29.650,0.420783,0.420783,0.001119,0.000000,0.084157,0.000000
29.700,0.420783,0.420783,0.001108,0.000000,0.084157,0.000000
29.750,0.420783,0.420783,0.001096,0.000000,0.084157,0.000000
29.800,0.420783,0.420783,0.001086,0.000000,0.084157,0.000000
29.850,0.420783,0.420783,0.001075,0.000000,0.084157,0.000000
29.900,0.420783,0.420783,0.001064,0.000000,0.084157,0.000000
29.950,0.420783,0.420783,0.001053,0.000000,0.084157,0.000000
30.000,0.420783,0.420783,0.001043,0.000000,0.084157,0.000000
30.050,0.420783,0.420783,0.001033,0.000000,0.084157,0.000000
30.100,0.420783,0.420783,0.001022,0.000000,0.084157,0.000000
30.150,0.420783,0.420783,0.001012,0.000000,0.084157,0.000000
30.200,0.420783,0.420783,0.001002,0.000000,0.084157,0.000000
30.250,0.420783,0.420783,0.000992,0.000000,0.084157,0.000000
30.300,0.420783,0.420783,0.000982,0.000000,0.084157,0.000000
30.350,0.420783,0.420783,0.000973,0.000000,0.084157,0.000000
30.400,0.420783,0.420783,0.000963,0.000000,0.084157,0.000000
30.450,0.420783,0.420783,0.000953,0.000000,0.084157,0.000000
30.500,0.420783,0.420783,0.000944,0.000000,0.084157,0.000000
30.550,0.420783,0.420783,0.000934,0.000000,0.084157,0.000000
30.600,0.420783,0.420783,0.000925,0.000000,0.084157,0.000000
30.650,0.420783,0.420783,0.000916,0.000000,0.084157,0.000000
30.700,0.420783,0.420783,0.000907,0.000000,0.084157,0.000000
30.750,0.420783,0.420783,0.000898,0.000000,0.084157,0.000000
30.800,0.420783,0.420783,0.000889,0.000000,0.084157,0.000000
30.850,0.420783,0.420783,0.000880,0.000000,0.084157,0.000000
30.900,0.420783,0.420783,0.000871,0.000000,0.084157,0.000000
30.950,0.420783,0.420783,0.000863,0.000000,0.084157,0.000000
31.000,0.420783,0.420783,0.000854,0.000000,0.084157,0.000000
31.050,0.420783,0.420783,0.000845,0.000000,0.084157,0.000000
31.100,0.420783,0.420783,0.000837,0.000000,0.084157,0.000000
31.150,0.420783,0.420783,0.000829,0.000000,0.084157,0.000000
31.200,0.420783,0.420783,0.000820,0.000000,0.084157,0.000000
31.250,0.420783,0.420783,0.000812,0.000000,0.084157,0.000000
31.300,0.420783,0.420783,0.000804,0.000000,0.084157,0.000000
31.350,0.420783,0.420783,0.000796,0.000000,0.084157,0.000000
31.400,0.420783,0.420783,0.000788,0.000000,0.084157,0.000000
31.450,0.420783,0.420783,0.000780,0.000000,0.084157,0.000000
31.500,0.420783,0.420783,0.000773,0.000000,0.084157,0.000000
31.550,0.420783,0.420783,0.000765,0.000000,0.084157,0.000000
31.600,0.420783,0.420783,0.000757,0.000000,0.084157,0.000000
31.650,0.420783,0.420783,0.000750,0.000000,0.084157,0.000000
31.700,0.420783,0.420783,0.000742,0.000000,0.084157,0.000000
31.750,0.420783,0.420783,0.000735,0.000000,0.084157,0.000000
31.800,0.420783,0.420783,0.000728,0.000000,0.084157,0.000000
31.850,0.420783,0.420783,0.000720,0.000000,0.084157,0.000000
31.900,0.420783,0.420783,0.000713,0.000000,0.084157,0.000000
31.950,0.420783,0.420783,0.000706,0.000000,0.084157,0.000000
32.000,0.420783,0.420783,0.000699,0.000000,0.084157,0.000000
32.050,0.420783,0.420783,0.000692,0.000000,0.084157,0.000000
32.100,0.420783,0.420783,0.000685,0.000000,0.084157,0.000000
32.150,0.420783,0.420783,0.000678,0.000000,0.084157,0.000000
32.200,0.420783,0.420783,0.000672,0.000000,0.084157,0.000000
32.250,0.420783,0.420783,0.000665,0.000000,0.084157,0.000000
32.300,0.420783,0.420783,0.000658,0.000000,0.084157,0.000000
32.350,0.420783,0.420783,0.000652,0.000000,0.084157,0.000000
32.400,0.420783,0.420783,0.000645,0.000000,0.084157,0.000000
32.450,0.420783,0.420783,0.000639,0.000000,0.084157,0.000000
32.500,0.420783,0.420783,0.000633,0.000000,0.084157,0.000000
32.550,0.420783,0.420783,0.000626,0.000000,0.084157,0.000000
32.600,0.420783,0.420783,0.000620,0.000000,0.084157,0.000000
32.650,0.420783,0.420783,0.000614,0.000000,0.084157,0.000000
32.700,0.420783,0.420783,0.000608,0.000000,0.084157,0.000000
32.750,0.420783,0.420783,0.000602,0.000000,0.084157,0.000000
32.800,0.420783,0.420783,0.000596,0.000000,0.084157,0.000000
32.850,0.420783,0.420783,0.000590,0.000000,0.084157,0.000000
32.900,0.420783,0.420783,0.000584,0.000000,0.084157,0.000000
32.950,0.420783,0.420783,0.000578,0.000000,0.084157,0.000000
33.000,0.420783,0.420783,0.000572,0.000000,0.084157,0.000000
33.050,0.420783,0.420783,0.000567,0.000000,0.084157,0.000000
33.100,0.420783,0.420783,0.000561,0.000000,0.084157,0.000000
33.150,0.420783,0.420783,0.000556,0.000000,0.084157,0.000000
33.200,0.420783,0.420783,0.000550,0.000000,0.084157,0.000000
33.250,0.420783,0.420783,0.000545,0.000000,0.084157,0.000000
33.300,0.420783,0.420783,0.000539,0.000000,0.084157,0.000000
33.350,0.420783,0.420783,0.000534,0.000000,0.084157,0.000000
33.400,0.420783,0.420783,0.000528,0.000000,0.084157,0.000000
33.450,0.420783,0.420783,0.000523,0.000000,0.084157,0.000000
33.500,0.420783,0.420783,0.000518,0.000000,0.084157,0.000000
33.550,0.420783,0.420783,0.000513,0.000000,0.084157,0.000000
33.600,0.420783,0.420783,0.000508,0.000000,0.084157,0.000000
33.650,0.420783,0.420783,0.000503,0.000000,0.084157,0.000000
33.700,0.420783,0.420783,0.000498,0.000000,0.084157,0.000000
33.750,0.420783,0.420783,0.000493,0.000000,0.084157,0.000000
33.800,0.420783,0.420783,0.000488,0.000000,0.084157,0.000000
33.850,0.420783,0.420783,0.000483,0.000000,0.084157,0.000000
33.900,0.420783,0.420783,0.000478,0.000000,0.084157,0.000000
33.950,0.420783,0.420783,0.000473,0.000000,0.084157,0.000000
34.000,0.420783,0.420783,0.000469,0.000000,0.084157,0.000000
34.050,0.420783,0.420783,0.000464,0.000000,0.084157,0.000000
34.100,0.420783,0.420783,0.000459,0.000000,0.084157,0.000000
34.150,0.420783,0.420783,0.000455,0.000000,0.084157,0.000000
34.200,0.420783,0.420783,0.000450,0.000000,0.084157,0.000000
34.250,0.420783,0.420783,0.000446,0.000000,0.084157,0.000000
34.300,0.420783,0.420783,0.000441,0.000000,0.084157,0.000000
34.350,0.420783,0.420783,0.000437,0.000000,0.084157,0.000000
34.400,0.420783,0.420783,0.000433,0.000000,0.084157,0.000000
34.450,0.420783,0.420783,0.000428,0.000000,0.084157,0.000000
34.500,0.420783,0.420783,0.000424,0.000000,0.084157,0.000000
34.550,0.420783,0.420783,0.000420,0.000000,0.084157,0.000000
34.600,0.420783,0.420783,0.000416,0.000000,0.084157,0.000000
34.650,0.420783,0.420783,0.000412,0.000000,0.084157,0.000000
34.700,0.420783,0.420783,0.000407,0.000000,0.084157,0.000000
34.750,0.420783,0.420783,0.000403,0.000000,0.084157,0.000000
34.800,0.420783,0.420783,0.000399,0.000000,0.084157,0.000000
34.850,0.420783,0.420783,0.000395,0.000000,0.084157,0.000000
34.900,0.420783,0.420783,0.000391,0.000000,0.084157,0.000000
34.950,0.420783,0.420783,0.000388,0.000000,0.084157,0.000000
35.000,0.420783,0.420783,0.000384,0.000000,0.084157,0.000000
35.050,0.420783,0.420783,0.000380,0.000000,0.084157,0.000000
35.100,0.420783,0.420783,0.000376,0.000000,0.084157,0.000000
35.150,0.420783,0.420783,0.000372,0.000000,0.084157,0.000000
35.200,0.420783,0.420783,0.000369,0.000000,0.084157,0.000000
35.250,0.420783,0.420783,0.000365,0.000000,0.084157,0.000000
35.300,0.420783,0.420783,0.000361,0.000000,0.084157,0.000000
35.350,0.420783,0.420783,0.000358,0.000000,0.084157,0.000000
35.400,0.420783,0.420783,0.000354,0.000000,0.084157,0.000000
35.450,0.420783,0.420783,0.000351,0.000000,0.084157,0.000000
35.500,0.420783,0.420783,0.000347,0.000000,0.084157,0.000000
35.550,0.420783,0.420783,0.000344,0.000000,0.084157,0.000000
35.600,0.420783,0.420783,0.000340,0.000000,0.084157,0.000000
35.650,0.420783,0.420783,0.000337,0.000000,0.084157,0.000000
35.700,0.420783,0.420783,0.000334,0.000000,0.084157,0.000000
35.750,0.420783,0.420783,0.000330,0.000000,0.084157,0.000000
35.800,0.420783,0.420783,0.000327,0.000000,0.084157,0.000000
35.850,0.420783,0.420783,0.000324,0.000000,0.084157,0.000000
35.900,0.420783,0.420783,0.000320,0.000000,0.084157,0.000000
35.950,0.420783,0.420783,0.000317,0.000000,0.084157,0.000000
36.000,0.420783,0.420783,0.000314,0.000000,0.084157,0.000000
36.050,0.420783,0.420783,0.000311,0.000000,0.084157,0.000000
36.100,0.420783,0.420783,0.000308,0.000000,0.084157,0.000000
36.150,0.420783,0.420783,0.000305,0.000000,0.084157,0.000000
36.200,0.420783,0.420783,0.000302,0.000000,0.084157,0.000000
36.250,0.420783,0.420783,0.000299,0.000000,0.084157,0.000000
36.300,0.420783,0.420783,0.000296,0.000000,0.084157,0.000000
36.350,0.420783,0.420783,0.000293,0.000000,0.084157,0.000000
36.400,0.420783,0.420783,0.000290,0.000000,0.084157,0.000000
36.450,0.420783,0.420783,0.000287,0.000000,0.084157,0.000000
36.500,0.420783,0.420783,0.000284,0.000000,0.084157,0.000000
36.550,0.420783,0.420783,0.000281,0.000000,0.084157,0.000000
36.600,0.420783,0.420783,0.000279,0.000000,0.084157,0.000000
36.650,0.420783,0.420783,0.000276,0.000000,0.084157,0.000000
36.700,0.420783,0.420783,0.000273,0.000000,0.084157,0.000000
36.750,0.420783,0.420783,0.000270,0.000000,0.084157,0.000000
36.800,0.420783,0.420783,0.000268,0.000000,0.084157,0.000000
36.850,0.420783,0.420783,0.000265,0.000000,0.084157,0.000000
36.900,0.420783,0.420783,0.000262,0.000000,0.084157,0.000000
36.950,0.420783,0.420783,0.000260,0.000000,0.084157,0.000000
37.000,0.420783,0.420783,0.000257,0.000000,0.084157,0.000000
